(Nov 28 2014 08:11:29,   19416 sec) AirSystem()          Air-bladder inflation by-passed. Barometer: [126cnt, 6.5"Hg].
(Nov 28 2014 08:12:01,   19447 sec) GpsServices()        GPS almanac is current.
(Nov 28 2014 08:12:01,   19447 sec) GpsServices()        Initiating GPS fix acquisition.
(Nov 28 2014 08:12:35,   19482 sec) gga()                $GPGGA,081210,0859.4644,N,08550.9474,E,1,08,0.9,4.0,M,-82.2,M,,*68
(Nov 28 2014 08:12:35,   19482 sec) GpsServices()        Profile 0 GPS fix obtained in 34 seconds.
(Nov 28 2014 08:12:36,   19482 sec) GpsServices()                  lon     lat mm/dd/yyyy hhmmss nsat
(Nov 28 2014 08:12:36,   19482 sec) GpsServices()        Fix:   85.849   8.991 11/28/2014 081210    8
(Nov 28 2014 08:13:04,   19511 sec) gga()                $GPGGA,081240,0859.4675,N,08550.9571,E,1,08,0.9,5.1,M,-82.2,M,,*6B
(Nov 28 2014 08:13:10,   19516 sec) gga()                $GPGGA,081310,0859.4711,N,08550.9665,E,1,08,0.9,4.6,M,-82.2,M,,*6C
(Nov 28 2014 08:13:10,   19517 sec) GpsServices()        APF9 RTC skew (0s) OK.
(Nov 28 2014 08:13:11,   19517 sec) LogNmeaSentences()   42,350,43,22,17,291,42,24,40,108,46,25,12,180,42*7D
(Nov 28 2014 08:13:11,   19517 sec) LogNmeaSentences()   $GPGSV,3,3,09,29,57,190,49*4C
(Nov 28 2014 08:13:20,   19526 sec) LogNmeaSentences()   $GPRMC,081320,A,0859.4725,N,08550.9654,E,000.7,011.5,281114,001.8,W*6E
(Nov 28 2014 08:13:21,   19527 sec) LogNmeaSentences()   $GPGGA,081320,0859.4725,N,08550.9654,E,1,08,0.9,6.4,M,-82.2,M,,*6A
(Nov 28 2014 08:13:21,   19527 sec) LogNmeaSentences()   $GPGSA,A,3,,14,15,18,21,22,24,25,29,,,,1.3,0.9,0.9*31
(Nov 28 2014 08:13:21,   19527 sec) LogNmeaSentences()   $GPGSV,3,1,09,12,01,146,25,14,31,223,45,15,36,028,46,18,34,328,49*72
(Nov 28 2014 08:13:22,   19528 sec) LogNmeaSentences()   $GPGSV,3,2,09,21,42,350,47,22,17,291,45,24,40,108,44,25,12,180,35*7C
(Nov 28 2014 08:13:22,   19528 sec) LogNmeaSentences()   $GPGSV,3,3,09,29,57,190,48*4D
(Nov 28 2014 08:13:30,   19536 sec) LogNmeaSentences()   $GPRMC,081330,A,0859.4741,N,08550.9720,E,001.4,084.6,281114,001.8,W*62
(Nov 28 2014 08:13:31,   19537 sec) LogNmeaSentences()   $GPGGA,081330,0859.4741,N,08550.9720,E,1,08,0.9,5.7,M,-82.2,M,,*6B
(Nov 28 2014 08:13:31,   19537 sec) LogNmeaSentences()   $GPGSA,A,3,,14,15,18,21,22,24,25,29,,,,1.3,0.9,0.9*31
(Nov 28 2014 08:13:31,   19537 sec) LogNmeaSentences()   $GPGSV,3,1,09,12,01,146,34,14,31,223,44,15,36,028,41,18,34,329,45*79
(Nov 28 2014 08:13:32,   19538 sec) LogNmeaSentences()   $GPGSV,3,2,09,21,42,350,43,22,17,291,43,24,40,108,45,25,12,180,42*7F
(Nov 28 2014 08:13:32,   19538 sec) LogNmeaSentences()   $GPGSV,3,3,09,29,57,190,49*4C
(Nov 28 2014 08:13:40,   19546 sec) LogNmeaSentences()   $GPRMC,081340,A,0859.4752,N,08550.9759,E,001.4,117.3,281114,001.8,W*67
(Nov 28 2014 08:13:41,   19547 sec) LogNmeaSentences()   $GPGGA,081340,0859.4752,N,08550.9759,E,1,08,0.9,4.2,M,-82.2,M,,*64
(Nov 28 2014 08:13:41,   19547 sec) LogNmeaSentences()   $GPGSA,A,3,,14,15,18,21,22,24,25,29,,,,1.3,0.9,0.9*31
(Nov 28 2014 08:13:41,   19547 sec) LogNmeaSentences()   $GPGSV,3,1,09,12,01,146,17,14,31,223,41,15,36,028,47,18,34,329,46*78
(Nov 28 2014 08:13:42,   19548 sec) LogNmeaSentences()   $GPGSV,3,2,09,21,42,350,45,22,17,291,40,24,40,107,43,25,12,180,29*7E
(Nov 28 2014 08:13:42,   19548 sec) LogNmeaSentences()   $GPGSV,3,3,09,29,57,190,47*42
(Nov 28 2014 08:13:50,   19556 sec) LogNmeaSentences()   $GPRMC,081350,A,0859.4769,N,08550.9792,E,000.9,087.7,281114,001.8,W*69
(Nov 28 2014 08:13:51,   19557 sec) LogNmeaSentences()   $GPGGA,081350,0859.4769,N,08550.9792,E,1,08,0.9,3.5,M,-82.2,M,,*6A
(Nov 28 2014 08:13:51,   19557 sec) LogNmeaSentences()   $GPGSA,A,3,,14,15,18,21,22,24,25,29,,,,1.3,0.9,0.9*31
(Nov 28 2014 08:13:51,   19557 sec) LogNmeaSentences()   $GPGSV,3,1,09,12,01,146,28,14,31,223,42,15,36,028,48,18,34,329,46*78
(Nov 28 2014 08:13:52,   19558 sec) LogNmeaSentences()   $GPGSV,3,2,09,21,42,350,44,22,17,291,42,24,40,107,45,25,12,180,40*74
(Nov 28 2014 08:13:52,   19558 sec) LogNmeaSentences()   $GPGSV,3,3,09,29,57,190,46*43
(Nov 28 2014 08:14:00,   19566 sec) LogNmeaSentences()   $GPRMC,081400,A,0859.4778,N,08550.9817,E,001.7,051.7,281114,001.8,W*6D
(Nov 28 2014 08:14:01,   19567 sec) LogNmeaSentences()   $GPGGA,081400,0859.4778,N,08550.9817,E,1,08,0.9,3.5,M,-82.2,M,,*6A
(Nov 28 2014 08:14:01,   19567 sec) LogNmeaSentences()   $GPGSA,A,3,,14,15,18,21,22,24,25,29,,,,1.3,0.9,0.9*31
(Nov 28 2014 08:14:01,   19567 sec) LogNmeaSentences()   $GPGSV,3,1,09,12,01,146,29,14,32,223,45,15,36,028,46,18,34,329,47*72
(Nov 28 2014 08:14:02,   19568 sec) LogNmeaSentences()   $GPGSV,3,2,09,21,42,350,44,22,17,291,44,24,40,107,44,25,12,180,42*71
(Nov 28 2014 08:14:02,   19568 sec) LogNmeaSentences()   $GPGSV,3,3,09,29,57,190,48*4D
(Nov 28 2014 08:14:02,   19568 sec) LogNmeaSentences()   $PGRMT,GPS 15x-L software ver. 3.80,,,,,,,,*7C
(Nov 28 2014 08:14:02,   19569 sec) GpsServices()        GPS services complete.
(Nov 28 2014 08:14:27,   19593 sec) CLogin()             Connecting to primary host.
(Nov 28 2014 08:14:39,   19606 sec) CLogin()             Connection 1 established in 12 seconds.
(Nov 28 2014 08:15:09,   19635 sec) expect()             Attempt to read prompt string [login:] failed.
(Nov 28 2014 08:15:09,   19635 sec) login()              Login prompt not received.
(Nov 28 2014 08:15:09,   19635 sec) login()              No carrier detected.
(Nov 28 2014 08:15:09,   19635 sec) CLogin()             Attempt to login to host failed.
(Nov 28 2014 08:15:09,   19635 sec) DownLoadMissionCfg() Connect/login failed.  Mission configuration not downloaded from remote host.
(Nov 28 2014 08:15:14,   19641 sec) CLogin()             Connecting to primary host.
(Nov 28 2014 08:15:28,   19654 sec) CLogin()             Connection 2 established in 14 seconds.
(Nov 28 2014 08:16:06,   19692 sec) expect()             Attempt to read prompt string [Last login:] failed.
(Nov 28 2014 08:16:06,   19692 sec) login()              Login failed.
(Nov 28 2014 08:16:36,   19722 sec) expect()             Attempt to read prompt string [login:] failed.
(Nov 28 2014 08:16:36,   19722 sec) login()              Login prompt not received.
(Nov 28 2014 08:16:36,   19722 sec) login()              No carrier detected.
(Nov 28 2014 08:16:36,   19722 sec) CLogin()             Attempt to login to host failed.
