(Nov 28 2014 06:42:03,   14050 sec) AirSystem()          Air-bladder inflation by-passed. Barometer: [126cnt, 6.5"Hg].
(Nov 28 2014 06:42:43,   14089 sec) GpsServices()        GPS almanac is current.
(Nov 28 2014 06:42:43,   14089 sec) GpsServices()        Initiating GPS fix acquisition.
(Nov 28 2014 06:43:15,   14122 sec) gga()                $GPGGA,064250,0858.7914,N,08549.5695,E,1,11,0.7,-0.8,M,-82.3,M,,*40
(Nov 28 2014 06:43:16,   14122 sec) GpsServices()        Profile 0 GPS fix obtained in 33 seconds.
(Nov 28 2014 06:43:16,   14122 sec) GpsServices()                  lon     lat mm/dd/yyyy hhmmss nsat
(Nov 28 2014 06:43:16,   14122 sec) GpsServices()        Fix:   85.826   8.980 11/28/2014 064250   11
(Nov 28 2014 06:43:45,   14151 sec) gga()                $GPGGA,064320,0858.7954,N,08549.5758,E,1,11,0.7,1.5,M,-82.3,M,,*63
(Nov 28 2014 06:43:50,   14157 sec) gga()                $GPGGA,064350,0858.7984,N,08549.5829,E,1,11,0.7,1.5,M,-82.3,M,,*60
(Nov 28 2014 06:43:50,   14157 sec) GpsServices()        APF9 RTC skew (0s) OK.
(Nov 28 2014 06:43:51,   14157 sec) LogNmeaSentences()   1,18,33,281,44,21,17,324,40,22,07,253,40,24,23,153,42*7F
(Nov 28 2014 06:43:51,   14157 sec) LogNmeaSentences()   $GPGSV,3,3,11,25,27,216,42,26,33,046,46,29,72,327,47*47
(Nov 28 2014 06:44:00,   14166 sec) LogNmeaSentences()   $GPRMC,064400,A,0858.7994,N,08549.5855,E,000.5,069.5,281114,001.8,W*60
(Nov 28 2014 06:44:01,   14167 sec) LogNmeaSentences()   $GPGGA,064400,0858.7994,N,08549.5855,E,1,11,0.7,1.3,M,-82.3,M,,*6E
(Nov 28 2014 06:44:01,   14167 sec) LogNmeaSentences()   $GPGSA,A,3,02,05,12,15,18,21,22,24,25,26,29,,1.0,0.7,0.7*37
(Nov 28 2014 06:44:01,   14168 sec) LogNmeaSentences()   $GPGSV,3,1,11,02,14,095,43,05,07,042,39,12,16,177,44,15,75,070,49*70
(Nov 28 2014 06:44:02,   14168 sec) LogNmeaSentences()   $GPGSV,3,2,11,18,33,281,45,21,17,324,40,22,07,253,40,24,23,153,43*7F
(Nov 28 2014 06:44:02,   14168 sec) LogNmeaSentences()   $GPGSV,3,3,11,25,27,216,43,26,33,046,45,29,72,327,49*4B
(Nov 28 2014 06:44:02,   14169 sec) LogNmeaSentences()   $PGRMT,GPS 15x-L software ver. 3.80,,,,,,,,*7C
(Nov 28 2014 06:44:10,   14176 sec) LogNmeaSentences()   $GPRMC,064410,A,0858.8007,N,08549.5881,E,001.1,085.3,281114,001.8,W*65
(Nov 28 2014 06:44:11,   14177 sec) LogNmeaSentences()   $GPGGA,064410,0858.8007,N,08549.5881,E,1,11,0.7,0.9,M,-82.3,M,,*61
(Nov 28 2014 06:44:11,   14177 sec) LogNmeaSentences()   $GPGSA,A,3,02,05,12,15,18,21,22,24,25,26,29,,1.0,0.7,0.7*37
(Nov 28 2014 06:44:11,   14178 sec) LogNmeaSentences()   $GPGSV,3,1,11,02,14,095,44,05,07,042,41,12,16,177,43,15,75,069,49*77
(Nov 28 2014 06:44:12,   14178 sec) LogNmeaSentences()   $GPGSV,3,2,11,18,33,282,45,21,17,324,41,22,07,253,41,24,23,153,42*7D
(Nov 28 2014 06:44:12,   14178 sec) LogNmeaSentences()   $GPGSV,3,3,11,25,27,216,44,26,33,046,45,29,72,327,48*4D
(Nov 28 2014 06:44:20,   14186 sec) LogNmeaSentences()   $GPRMC,064420,A,0858.8021,N,08549.5906,E,001.5,107.8,281114,001.8,W*68
(Nov 28 2014 06:44:21,   14187 sec) LogNmeaSentences()   $GPGGA,064420,0858.8021,N,08549.5906,E,1,11,0.7,1.2,M,-82.3,M,,*62
(Nov 28 2014 06:44:21,   14187 sec) LogNmeaSentences()   $GPGSA,A,3,02,05,12,15,18,21,22,24,25,26,29,,1.0,0.7,0.7*37
(Nov 28 2014 06:44:21,   14188 sec) LogNmeaSentences()   $GPGSV,3,1,11,02,14,095,43,05,07,042,41,12,16,177,43,15,75,069,47*7E
(Nov 28 2014 06:44:22,   14188 sec) GpsServices()        GPS services complete.
(Nov 28 2014 06:44:46,   14212 sec) CLogin()             Connecting to primary host.
(Nov 28 2014 06:45:10,   14236 sec) CLogin()             Connection 1 established in 24 seconds.
(Nov 28 2014 06:45:40,   14266 sec) expect()             Attempt to read prompt string [login:] failed.
(Nov 28 2014 06:45:40,   14266 sec) login()              Login prompt not received.
(Nov 28 2014 06:45:40,   14266 sec) login()              No carrier detected.
(Nov 28 2014 06:45:40,   14266 sec) CLogin()             Attempt to login to host failed.
(Nov 28 2014 06:45:40,   14266 sec) DownLoadMissionCfg() Connect/login failed.  Mission configuration not downloaded from remote host.
(Nov 28 2014 06:45:45,   14272 sec) CLogin()             Connecting to primary host.
(Nov 28 2014 06:46:14,   14300 sec) CLogin()             Connection 2 established in 29 seconds.
(Nov 28 2014 06:46:24,   14310 sec) login()              Login successful.
(Nov 28 2014 06:46:28,   14314 sec) CLogin()             Logged in to host.  [Login required 14 seconds]
(Nov 28 2014 06:46:37,   14323 sec) RxConfig()           Downloading "mission.cfg" from host.
(Nov 28 2014 06:46:39,   14325 sec) Rx()                 Initiating transfer. [0x43]
(Nov 28 2014 06:46:45,   14331 sec) Rx()                 Truncated packet received - retrying.
(Nov 28 2014 06:46:47,   14333 sec) RxStartByte()        Sync errors encountered: 843
(Nov 28 2014 06:46:50,   14336 sec) Rx()                 Truncated packet received - retrying.
(Nov 28 2014 06:46:54,   14340 sec) RxStartByte()        Sync errors encountered: 843
(Nov 28 2014 06:46:57,   14343 sec) Rx()                 Truncated packet received - retrying.
(Nov 28 2014 06:47:05,   14351 sec) RxStartByte()        Sync errors encountered: 998
(Nov 28 2014 06:47:07,   14353 sec) Rx()                 Pad character [0x1a] found in ascii mode - truncating packet.
