(Nov 27 2014 12:56:47,    5194 sec) AirSystem()          Air-bladder inflation by-passed. Barometer: [125cnt, 6.2"Hg].
(Nov 27 2014 12:57:18,    5225 sec) GpsServices()        GPS almanac is current.
(Nov 27 2014 12:57:18,    5225 sec) GpsServices()        Initiating GPS fix acquisition.
(Nov 27 2014 12:57:55,    5262 sec) gga()                $GPGGA,125730,1018.5499,N,08441.3615,E,1,11,0.8,10.7,M,-85.6,M,,*59
(Nov 27 2014 12:57:56,    5262 sec) GpsServices()        Profile 0 GPS fix obtained in 38 seconds.
(Nov 27 2014 12:57:56,    5263 sec) GpsServices()                  lon     lat mm/dd/yyyy hhmmss nsat
(Nov 27 2014 12:57:56,    5263 sec) GpsServices()        Fix:   84.689  10.309 11/27/2014 125730   11
(Nov 27 2014 12:58:24,    5291 sec) gga()                $GPGGA,125800,1018.4952,N,08441.4024,E,1,10,0.8,14.4,M,-85.6,M,,*5B
(Nov 27 2014 12:58:30,    5297 sec) gga()                $GPGGA,125830,1018.4403,N,08441.4438,E,1,11,0.7,14.5,M,-85.6,M,,*57
(Nov 27 2014 12:58:30,    5297 sec) GpsServices()        APF9 RTC skew (0s) OK.
(Nov 27 2014 12:58:31,    5297 sec) LogNmeaSentences()   2,12,16,17,189,26,18,26,121,35,19,05,237,43,22,59,091,48*73
(Nov 27 2014 12:58:31,    5298 sec) LogNmeaSentences()   $GPGSV,3,3,12,25,16,055,40,31,66,347,48,32,24,332,45,21,02,153,00*72
(Nov 27 2014 12:58:40,    5307 sec) LogNmeaSentences()   $GPRMC,125840,A,1018.4221,N,08441.4579,E,008.4,143.4,271114,001.7,W*6D
(Nov 27 2014 12:58:40,    5307 sec) LogNmeaSentences()   $GPGGA,125840,1018.4221,N,08441.4579,E,1,11,0.7,13.6,M,-85.6,M,,*56
(Nov 27 2014 12:58:41,    5308 sec) LogNmeaSentences()   $GPGSA,A,3,01,04,11,14,16,18,19,22,25,31,32,,1.5,0.7,1.3*31
(Nov 27 2014 12:58:41,    5308 sec) LogNmeaSentences()   $GPGSV,3,1,12,01,12,310,37,04,36,287,46,11,16,285,44,14,27,029,38*7A
(Nov 27 2014 12:58:42,    5308 sec) LogNmeaSentences()   $GPGSV,3,2,12,16,17,189,25,18,26,121,31,19,05,237,43,22,59,091,47*7B
(Nov 27 2014 12:58:42,    5309 sec) LogNmeaSentences()   $GPGSV,3,3,12,25,16,055,40,31,66,347,48,32,24,332,46,21,02,153,00*71
(Nov 27 2014 12:58:50,    5317 sec) LogNmeaSentences()   $GPRMC,125850,A,1018.4035,N,08441.4715,E,008.4,144.1,271114,001.7,W*61
(Nov 27 2014 12:58:50,    5317 sec) LogNmeaSentences()   $GPGGA,125850,1018.4035,N,08441.4715,E,1,11,0.7,14.4,M,-85.6,M,,*5D
(Nov 27 2014 12:58:51,    5318 sec) LogNmeaSentences()   $GPGSA,A,3,01,04,11,14,16,18,19,22,25,31,32,,1.5,0.7,1.3*31
(Nov 27 2014 12:58:51,    5318 sec) LogNmeaSentences()   $GPGSV,3,1,12,01,12,310,32,04,36,287,47,11,16,285,45,14,27,029,37*70
(Nov 27 2014 12:58:52,    5318 sec) LogNmeaSentences()   $GPGSV,3,2,12,16,18,189,21,18,25,122,28,19,05,237,43,22,59,091,47*78
