(May 25 2011 14:47:32,    7879 sec) AirSystem()          Air-bladder inflation by-passed. Barometer: [129cnt, 7.4"Hg].
(May 25 2011 14:48:04,    7911 sec) GpsServices()        GPS almanac is current.
(May 25 2011 14:48:04,    7911 sec) GpsServices()        Initiating GPS fix acquisition.
(May 25 2011 14:48:20,    7927 sec) gga()                $GPGGA,144817,0032.7694,S,08127.7362,E,0,00,,,M,,M,,*4E
(May 25 2011 14:48:45,    7952 sec) gga()                $GPGGA,144820,0036.2908,S,08127.4460,E,1,06,1.5,11.7,M,-94.9,M,,*44
(May 25 2011 14:48:45,    7952 sec) GpsServices()        Profile 0 GPS fix obtained in 41 seconds.
(May 25 2011 14:48:45,    7952 sec) GpsServices()                  lon     lat mm/dd/yyyy hhmmss nsat
(May 25 2011 14:48:45,    7953 sec) GpsServices()        Fix:   81.457  -0.605 05/25/2011 144820    6
(May 25 2011 14:49:13,    7980 sec) gga()                $GPGGA,144850,0036.3575,S,08127.4416,E,1,08,1.1,4.9,M,-94.9,M,,*75
(May 25 2011 14:49:19,    7986 sec) gga()                $GPGGA,144920,0036.4247,S,08127.4358,E,1,08,1.1,3.1,M,-94.9,M,,*70
(May 25 2011 14:49:19,    7986 sec) GpsServices()        APF9 RTC skew (-1s) OK.
(May 25 2011 14:49:19,    7986 sec) LogNmeaSentences()   ,12.8,M*25
(May 25 2011 14:49:19,    7986 sec) LogNmeaSentences()   $PGRMT,GPS 15-L Ver. 4.40,P,P,R,R,P,,,R,P*7E
(May 25 2011 14:49:19,    7986 sec) LogNmeaSentences()   $PGRMB,0.0,200,,,,K,,N,N*31
(May 25 2011 14:49:19,    7987 sec) LogNmeaSentences()   $PGRMM,WGS 84*06
(May 25 2011 14:49:28,    7995 sec) LogNmeaSentences()   $GPRMC,144930,A,0036.4472,S,08127.4339,E,008.2,186.1,250511,004.1,W*70
(May 25 2011 14:49:29,    7996 sec) LogNmeaSentences()   $GPGGA,144930,0036.4472,S,08127.4339,E,1,09,1.1,4.7,M,-94.9,M,,*76
(May 25 2011 14:49:29,    7996 sec) LogNmeaSentences()   $GPGSA,A,3,02,04,07,08,10,,,17,20,26,28,,2.2,1.1,1.9*38
(May 25 2011 14:49:29,    7997 sec) LogNmeaSentences()   $GPGSV,3,3,11,20,09,081,00,26,26,270,44,28,28,023,45*4E
(May 25 2011 14:49:30,    7997 sec) LogNmeaSentences()   $PGRME,8.0,M,11.3,M,13.9,M*2E
(May 25 2011 14:49:30,    7997 sec) LogNmeaSentences()   $PGRMB,0.0,200,,,,K,,N,N*31
(May 25 2011 14:49:30,    7997 sec) LogNmeaSentences()   $PGRMM,WGS 84*06
(May 25 2011 14:49:38,    8005 sec) LogNmeaSentences()   $GPRMC,144940,A,0036.4695,S,08127.4319,E,008.4,185.8,250511,004.1,W*72
(May 25 2011 14:49:39,    8006 sec) LogNmeaSentences()   $GPGGA,144940,0036.4695,S,08127.4319,E,1,08,1.1,4.1,M,-94.9,M,,*7F
(May 25 2011 14:49:39,    8006 sec) LogNmeaSentences()   $GPGSA,A,3,02,04,07,08,10,,,17,,26,28,,2.2,1.1,1.9*3A
(May 25 2011 14:49:39,    8007 sec) LogNmeaSentences()   $GPGSV,3,1,11,02,32,215,47,04,72,208,48,07,44,141,48,08,73,115,49*71
(May 25 2011 14:49:40,    8007 sec) LogNmeaSentences()   $PGRME,8.2,M,11.4,M,14.1,M*24
(May 25 2011 14:49:40,    8007 sec) LogNmeaSentences()   $PGRMB,0.0,200,,,,K,,N,N*31
(May 25 2011 14:49:40,    8007 sec) LogNmeaSentences()   $PGRMM,WGS 84*06
(May 25 2011 14:49:48,    8015 sec) LogNmeaSentences()   $GPRMC,144950,A,0036.4921,S,08127.4296,E,008.4,185.3,250511,004.1,W*7E
(May 25 2011 14:49:49,    8016 sec) LogNmeaSentences()   $GPGGA,144950,0036.4921,S,08127.4296,E,1,09,1.1,3.4,M,-94.9,M,,*7B
(May 25 2011 14:49:49,    8016 sec) LogNmeaSentences()   $GPGSA,A,3,02,04,07,08,10,,,17,20,26,28,,2.1,1.1,1.7*35
(May 25 2011 14:49:49,    8017 sec) LogNmeaSentences()   $GPGSV,3,2,11,10,27,181,37,13,05,149,00,15,00,294,00,17,33,346,47*74
(May 25 2011 14:49:50,    8017 sec) GpsServices()        GPS services complete.
(May 25 2011 14:50:14,    8041 sec) CLogin()             Connecting to primary host.
(May 25 2011 14:51:16,    8103 sec) chat()               Expected string [CONNECT] not received.
(May 25 2011 14:51:16,    8103 sec) modem_connect()      Modem command [AT+CBST] failed.
(May 25 2011 14:52:16,    8163 sec) chat()               Expected string [CONNECT] not received.
(May 25 2011 14:52:16,    8163 sec) modem_connect()      Modem command [AT+CBST] failed.
(May 25 2011 14:52:16,    8163 sec) connect()            Aborted after 2 failed attempts.
(May 25 2011 14:52:16,    8163 sec) CLogin()             Attempt to connect to primary host failed after 2 tries.  Connecting to alternate host.
(May 25 2011 14:52:29,    8177 sec) CLogin()             Connection 1 established in 135 seconds.
(May 25 2011 14:52:47,    8194 sec) login()              Login successful.
(May 25 2011 14:52:49,    8197 sec) CLogin()             Logged in to host.  [Login required 20 seconds]
(May 25 2011 14:52:57,    8204 sec) RxConfig()           Downloading "mission.cfg" from host.
(May 25 2011 14:52:59,    8206 sec) Rx()                 Initiating transfer. [0x43]
(May 25 2011 14:53:05,    8212 sec) Rx()                 Pad character [0x1a] found in ascii mode - truncating packet.
(May 25 2011 14:53:10,    8217 sec) Rx()                 Received EOT - transfer complete. [1 packets, 1024 bytes, 11 sec, 93.1 bps]
(May 25 2011 14:53:10,    8217 sec) RxConfig()           Download successful.
(May 25 2011 14:53:23,    8231 sec) WriteVitals()        Writing vitals to "6856.1105251447".
(May 25 2011 14:53:27,    8234 sec) UpLoadFile()         Uploading "6856.1105251419.log" to host as "6856.1105251419.log".
(May 25 2011 14:53:31,    8238 sec) Tx()                 CRC negotiation successful. [16-bit CRC]
(May 25 2011 14:54:53,    8320 sec) Tx()                 Transmission completed successfully [15 packets, 14380 bytes, 80 sec, 192.0 bps]
(May 25 2011 14:54:53,    8320 sec) UpLoadFile()         Upload successful.
(May 25 2011 14:54:56,    8323 sec) UpLoadFile()         Uploading "6856.1105251447" to host as "6856.1105251447".
(May 25 2011 14:55:00,    8327 sec) Tx()                 CRC negotiation successful. [16-bit CRC]
(May 25 2011 14:55:10,    8337 sec) Tx()                 Transmission completed successfully [1 packets, 689 bytes, 9 sec, 113.8 bps]
