(Nov 28 2014 04:10:08,    4935 sec) AirSystem()          Air-bladder inflation by-passed. Barometer: [127cnt, 6.8"Hg].
(Nov 28 2014 04:10:48,    4974 sec) GpsServices()        GPS almanac is current.
(Nov 28 2014 04:10:48,    4974 sec) GpsServices()        Initiating GPS fix acquisition.
(Nov 28 2014 04:11:25,    5012 sec) gga()                $GPGGA,041100,0857.8770,N,08547.8425,E,1,10,0.8,1.8,M,-82.4,M,,*62
(Nov 28 2014 04:11:26,    5012 sec) GpsServices()        Profile 0 GPS fix obtained in 38 seconds.
(Nov 28 2014 04:11:26,    5012 sec) GpsServices()                  lon     lat mm/dd/yyyy hhmmss nsat
(Nov 28 2014 04:11:26,    5012 sec) GpsServices()        Fix:   85.797   8.965 11/28/2014 041100   10
(Nov 28 2014 04:11:55,    5041 sec) gga()                $GPGGA,041130,0857.8790,N,08547.8436,E,1,11,0.7,3.7,M,-82.4,M,,*6E
(Nov 28 2014 04:12:00,    5047 sec) gga()                $GPGGA,041200,0857.8815,N,08547.8446,E,1,11,0.7,3.6,M,-82.4,M,,*6A
(Nov 28 2014 04:12:00,    5047 sec) GpsServices()        APF9 RTC skew (0s) OK.
(Nov 28 2014 04:12:01,    5047 sec) LogNmeaSentences()   2,12,12,66,256,47,13,25,087,44,15,23,187,44,17,06,121,42*7F
(Nov 28 2014 04:12:01,    5047 sec) LogNmeaSentences()   $GPGSV,3,3,12,24,14,214,40,25,35,304,46,26,34,142,43,29,08,325,42*7C
(Nov 28 2014 04:12:01,    5048 sec) LogNmeaSentences()   $PGRMT,GPS 15x-L software ver. 3.80,,,,,,,,*7C
(Nov 28 2014 04:12:10,    5056 sec) LogNmeaSentences()   $GPRMC,041210,A,0857.8823,N,08547.8452,E,001.2,343.5,281114,001.8,W*68
(Nov 28 2014 04:12:11,    5057 sec) LogNmeaSentences()   $GPGGA,041210,0857.8823,N,08547.8452,E,1,11,0.7,3.1,M,-82.4,M,,*6C
(Nov 28 2014 04:12:11,    5057 sec) LogNmeaSentences()   $GPGSA,A,3,02,05,,10,12,13,15,17,24,25,26,29,1.4,0.7,1.2*38
(Nov 28 2014 04:12:11,    5058 sec) LogNmeaSentences()   $GPGSV,3,1,12,02,28,025,47,05,63,012,49,06,03,058,35,10,10,035,43*75
(Nov 28 2014 04:12:12,    5058 sec) LogNmeaSentences()   $GPGSV,3,2,12,12,65,256,49,13,25,087,45,15,23,186,37,17,06,121,37*74
(Nov 28 2014 04:12:12,    5058 sec) LogNmeaSentences()   $GPGSV,3,3,12,24,14,214,40,25,35,304,46,26,34,142,46,29,08,325,41*7A
(Nov 28 2014 04:12:20,    5066 sec) LogNmeaSentences()   $GPRMC,041220,A,0857.8813,N,08547.8452,E,001.1,022.1,281114,001.8,W*6B
(Nov 28 2014 04:12:21,    5067 sec) LogNmeaSentences()   $GPGGA,041220,0857.8813,N,08547.8452,E,1,10,0.8,4.7,M,-82.4,M,,*63
(Nov 28 2014 04:12:21,    5067 sec) LogNmeaSentences()   $GPGSA,A,3,02,05,,10,12,13,17,24,25,26,29,,1.1,0.8,0.8*3D
(Nov 28 2014 04:12:21,    5068 sec) LogNmeaSentences()   $GPGSV,3,1,12,02,28,025,46,05,63,012,50,06,03,058,38,10,10,035,43*71
(Nov 28 2014 04:12:22,    5068 sec) LogNmeaSentences()   $GPGSV,3,2,12,12,65,256,44,13,25,087,43,17,06,121,41,24,14,213,40*77
(Nov 28 2014 04:12:22,    5068 sec) LogNmeaSentences()   $GPGSV,3,3,12,25,35,304,46,26,34,142,47,29,08,325,40,15,23,187,00*71
(Nov 28 2014 04:12:30,    5076 sec) LogNmeaSentences()   $GPRMC,041230,A,0857.8834,N,08547.8461,E,000.7,079.4,281114,001.8,W*63
(Nov 28 2014 04:12:31,    5077 sec) LogNmeaSentences()   $GPGGA,041230,0857.8834,N,08547.8461,E,1,10,0.8,4.7,M,-82.4,M,,*67
(Nov 28 2014 04:12:31,    5077 sec) LogNmeaSentences()   $GPGSA,A,3,02,05,,10,12,13,15,17,25,26,29,,1.1,0.8,0.8*3F
(Nov 28 2014 04:12:31,    5078 sec) LogNmeaSentences()   $GPGSV,3,1,12,02,27,026,44,05,63,012,48,06,03,058,36,10,10,035,42*79
(Nov 28 2014 04:12:32,    5078 sec) GpsServices()        GPS services complete.
(Nov 28 2014 04:12:56,    5102 sec) CLogin()             Connecting to primary host.
(Nov 28 2014 04:13:07,    5113 sec) CLogin()             Connection 1 established in 11 seconds.
(Nov 28 2014 04:13:16,    5122 sec) login()              Login successful.
(Nov 28 2014 04:13:21,    5127 sec) chat()               Expected string [cmd>] not received.
(Nov 28 2014 04:13:21,    5127 sec) login()              Attempt to set the command prompt failed.
(Nov 28 2014 04:13:22,    5128 sec) CLogin()             Logged in to host.  [Login required 15 seconds]
(Nov 28 2014 04:13:30,    5136 sec) RxConfig()           Downloading "mission.cfg" from host.
(Nov 28 2014 04:13:32,    5139 sec) Rx()                 Initiating transfer. [0x43]
(Nov 28 2014 04:13:40,    5146 sec) Rx()                 Truncated packet received - retrying.
(Nov 28 2014 04:13:42,    5148 sec) RxStartByte()        Sync errors encountered: 352
(Nov 28 2014 04:13:45,    5151 sec) Rx()                 Pad character [0x1a] found in ascii mode - truncating packet.
(Nov 28 2014 04:13:50,    5156 sec) Rx()                 Received EOT - transfer complete. [1 packets, 1024 bytes, 18 sec, 56.9 bps]
(Nov 28 2014 04:13:50,    5156 sec) RxConfig()           Download successful.
