(Nov 28 2014 05:17:14,    8961 sec) AirSystem()          Air-bladder inflation by-passed. Barometer: [127cnt, 6.8"Hg].
(Nov 28 2014 05:17:46,    8992 sec) GpsServices()        GPS almanac is current.
(Nov 28 2014 05:17:46,    8992 sec) GpsServices()        Initiating GPS fix acquisition.
(Nov 28 2014 05:18:15,    9022 sec) gga()                $GPGGA,051750,0858.2349,N,08548.3864,E,1,10,0.8,3.8,M,-82.4,M,,*64
(Nov 28 2014 05:18:16,    9022 sec) GpsServices()        Profile 0 GPS fix obtained in 29 seconds.
(Nov 28 2014 05:18:16,    9022 sec) GpsServices()                  lon     lat mm/dd/yyyy hhmmss nsat
(Nov 28 2014 05:18:16,    9022 sec) GpsServices()        Fix:   85.806   8.971 11/28/2014 051750   10
(Nov 28 2014 05:18:45,    9051 sec) gga()                $GPGGA,051820,0858.2377,N,08548.3929,E,1,10,0.8,2.1,M,-82.4,M,,*61
(Nov 28 2014 05:18:50,    9057 sec) gga()                $GPGGA,051850,0858.2412,N,08548.3986,E,1,10,0.8,0.9,M,-82.4,M,,*6D
(Nov 28 2014 05:18:50,    9057 sec) GpsServices()        APF9 RTC skew (0s) OK.
(Nov 28 2014 05:18:51,    9057 sec) LogNmeaSentences()   ,11,15,50,170,47,18,20,241,42,21,04,294,35,24,12,187,42*75
(Nov 28 2014 05:18:51,    9057 sec) LogNmeaSentences()   $GPGSV,3,3,11,25,43,263,47,26,48,101,48,29,32,337,45*45
(Nov 28 2014 05:19:00,    9066 sec) LogNmeaSentences()   $GPRMC,051900,A,0858.2420,N,08548.4007,E,001.1,040.4,281114,001.8,W*6C
(Nov 28 2014 05:19:01,    9067 sec) LogNmeaSentences()   $GPGGA,051900,0858.2420,N,08548.4007,E,1,10,0.8,0.5,M,-82.4,M,,*63
(Nov 28 2014 05:19:01,    9067 sec) LogNmeaSentences()   $GPGSA,A,3,02,05,12,13,15,18,,24,25,26,29,,1.2,0.8,0.9*35
(Nov 28 2014 05:19:01,    9068 sec) LogNmeaSentences()   $GPGSV,3,1,11,02,21,055,42,05,33,021,45,12,44,205,47,13,18,055,42*71
(Nov 28 2014 05:19:02,    9068 sec) LogNmeaSentences()   $GPGSV,3,2,11,15,50,170,48,18,20,241,43,21,04,294,34,24,12,187,40*78
(Nov 28 2014 05:19:02,    9068 sec) LogNmeaSentences()   $GPGSV,3,3,11,25,43,263,47,26,48,101,49,29,32,337,43*42
