(Nov 28 2014 04:31:51,    6238 sec) AirSystem()          Air-bladder inflation by-passed. Barometer: [126cnt, 6.5"Hg].
(Nov 28 2014 04:32:23,    6269 sec) GpsServices()        GPS almanac is current.
(Nov 28 2014 04:32:23,    6269 sec) GpsServices()        Initiating GPS fix acquisition.
(Nov 28 2014 04:32:55,    6302 sec) gga()                $GPGGA,043230,0857.9673,N,08547.9470,E,1,10,0.8,7.2,M,-82.4,M,,*6E
(Nov 28 2014 04:32:56,    6302 sec) GpsServices()        Profile 0 GPS fix obtained in 32 seconds.
(Nov 28 2014 04:32:56,    6302 sec) GpsServices()                  lon     lat mm/dd/yyyy hhmmss nsat
(Nov 28 2014 04:32:56,    6302 sec) GpsServices()        Fix:   85.799   8.966 11/28/2014 043230   10
(Nov 28 2014 04:33:25,    6331 sec) gga()                $GPGGA,043300,0857.9685,N,08547.9504,E,1,10,0.8,3.6,M,-82.4,M,,*67
(Nov 28 2014 04:33:30,    6337 sec) gga()                $GPGGA,043330,0857.9708,N,08547.9526,E,1,10,0.8,1.5,M,-82.4,M,,*61
(Nov 28 2014 04:33:30,    6337 sec) GpsServices()        APF9 RTC skew (0s) OK.
(Nov 28 2014 04:33:31,    6337 sec) LogNmeaSentences()   2,13,24,076,45,15,31,181,46,18,06,227,40,24,13,205,41*79
(Nov 28 2014 04:33:31,    6337 sec) LogNmeaSentences()   $GPGSV,3,3,12,25,40,293,45,26,40,131,47,29,15,330,44,06,01,066,00*78
(Nov 28 2014 04:33:40,    6346 sec) LogNmeaSentences()   $GPRMC,043340,A,0857.9716,N,08547.9545,E,000.4,356.8,281114,001.8,W*6E
(Nov 28 2014 04:33:41,    6347 sec) LogNmeaSentences()   $GPGGA,043340,0857.9716,N,08547.9545,E,1,10,0.8,4.3,M,-82.4,M,,*6F
(Nov 28 2014 04:33:41,    6347 sec) LogNmeaSentences()   $GPGSA,A,3,02,05,,12,13,15,18,24,25,26,29,,1.6,0.8,1.4*3D
(Nov 28 2014 04:33:41,    6348 sec) LogNmeaSentences()   $GPGSV,3,1,12,02,25,035,44,05,53,014,48,10,02,036,27,12,61,233,47*77
(Nov 28 2014 04:33:42,    6348 sec) LogNmeaSentences()   $GPGSV,3,2,12,13,24,076,45,15,31,181,44,18,06,227,42,24,13,205,40*78
(Nov 28 2014 04:33:42,    6348 sec) LogNmeaSentences()   $GPGSV,3,3,12,25,40,293,45,26,40,131,47,29,15,330,44,06,01,066,00*78
(Nov 28 2014 04:33:50,    6356 sec) LogNmeaSentences()   $GPRMC,043350,A,0857.9724,N,08547.9552,E,001.3,319.6,281114,001.8,W*6B
(Nov 28 2014 04:33:51,    6357 sec) LogNmeaSentences()   $GPGGA,043350,0857.9724,N,08547.9552,E,1,10,0.8,3.5,M,-82.4,M,,*68
(Nov 28 2014 04:33:51,    6357 sec) LogNmeaSentences()   $GPGSA,A,3,02,05,,12,13,15,18,24,25,26,29,,1.1,0.8,0.8*37
(Nov 28 2014 04:33:51,    6358 sec) LogNmeaSentences()   $GPGSV,3,1,12,02,25,035,43,05,53,014,48,10,02,036,37,12,61,232,47*70
(Nov 28 2014 04:33:52,    6358 sec) LogNmeaSentences()   $GPGSV,3,2,12,13,24,076,42,15,31,181,45,18,07,227,38,24,13,205,39*7C
(Nov 28 2014 04:33:52,    6358 sec) LogNmeaSentences()   $GPGSV,3,3,12,25,40,293,46,26,40,131,47,29,15,330,43,06,01,066,00*7C
(Nov 28 2014 04:34:00,    6366 sec) LogNmeaSentences()   $GPRMC,043400,A,0857.9732,N,08547.9559,E,000.7,081.2,281114,001.8,W*66
(Nov 28 2014 04:34:01,    6367 sec) LogNmeaSentences()   $GPGGA,043400,0857.9732,N,08547.9559,E,1,10,0.8,2.9,M,-82.4,M,,*6B
(Nov 28 2014 04:34:01,    6367 sec) LogNmeaSentences()   $GPGSA,A,3,02,05,,12,13,15,18,24,25,26,29,,1.1,0.8,0.8*37
