(Nov 28 2014 03:47:47,    3594 sec) AirSystem()          Air-bladder inflation by-passed. Barometer: [127cnt, 6.8"Hg].
(Nov 28 2014 03:48:27,    3633 sec) GpsServices()        GPS almanac is current.
(Nov 28 2014 03:48:27,    3633 sec) GpsServices()        Initiating GPS fix acquisition.
(Nov 28 2014 03:48:55,    3661 sec) gga()                $GPGGA,034830,0857.7990,N,08547.7438,E,1,11,0.7,1.9,M,-82.4,M,,*69
(Nov 28 2014 03:48:55,    3662 sec) GpsServices()        Profile 0 GPS fix obtained in 28 seconds.
(Nov 28 2014 03:48:55,    3662 sec) GpsServices()                  lon     lat mm/dd/yyyy hhmmss nsat
(Nov 28 2014 03:48:56,    3662 sec) GpsServices()        Fix:   85.796   8.963 11/28/2014 034830   11
(Nov 28 2014 03:49:25,    3691 sec) gga()                $GPGGA,034900,0857.8005,N,08547.7482,E,1,11,0.8,5.3,M,-82.4,M,,*61
(Nov 28 2014 03:49:30,    3697 sec) gga()                $GPGGA,034930,0857.8016,N,08547.7497,E,1,11,0.7,4.3,M,-82.4,M,,*6A
(Nov 28 2014 03:49:30,    3697 sec) GpsServices()        APF9 RTC skew (0s) OK.
(Nov 28 2014 03:49:31,    3697 sec) LogNmeaSentences()   ,2,12,12,65,285,48,13,24,099,44,15,16,192,44,17,11,112,41*74
(Nov 28 2014 03:49:31,    3697 sec) LogNmeaSentences()   $GPGSV,3,3,12,24,16,223,42,25,28,313,45,26,28,152,43,29,02,319,30*7D
(Nov 28 2014 03:49:40,    3706 sec) LogNmeaSentences()   $GPRMC,034940,A,0857.8025,N,08547.7506,E,000.8,149.3,281114,001.8,W*60
(Nov 28 2014 03:49:41,    3707 sec) LogNmeaSentences()   $GPGGA,034940,0857.8025,N,08547.7506,E,1,11,0.8,3.7,M,-82.4,M,,*68
(Nov 28 2014 03:49:41,    3707 sec) LogNmeaSentences()   $GPGSA,A,3,02,05,06,10,12,13,15,17,24,25,26,,1.5,0.8,1.3*3A
(Nov 28 2014 03:49:41,    3708 sec) LogNmeaSentences()   $GPGSV,3,1,12,02,31,016,47,05,75,012,49,06,07,050,43,10,19,035,47*7A
(Nov 28 2014 03:49:42,    3708 sec) LogNmeaSentences()   $GPGSV,3,2,12,12,65,285,48,13,24,099,44,15,16,192,42,17,11,112,43*70
(Nov 28 2014 03:49:42,    3708 sec) LogNmeaSentences()   $GPGSV,3,3,12,24,16,223,41,25,28,313,44,26,28,152,39,29,02,319,22*71
(Nov 28 2014 03:49:50,    3716 sec) LogNmeaSentences()   $GPRMC,034950,A,0857.8028,N,08547.7516,E,001.1,054.4,281114,001.8,W*6F
(Nov 28 2014 03:49:51,    3717 sec) LogNmeaSentences()   $GPGGA,034950,0857.8028,N,08547.7516,E,1,11,0.7,4.7,M,-82.4,M,,*6D
(Nov 28 2014 03:49:51,    3717 sec) LogNmeaSentences()   $GPGSA,A,3,02,05,06,10,12,13,15,17,24,25,26,,1.1,0.7,0.8*3B
(Nov 28 2014 03:49:51,    3718 sec) LogNmeaSentences()   $GPGSV,3,1,12,02,31,016,46,05,75,012,50,06,07,050,41,10,19,035,44*72
(Nov 28 2014 03:49:52,    3718 sec) LogNmeaSentences()   $GPGSV,3,2,12,12,65,284,48,13,24,099,44,15,16,192,42,17,11,112,43*71
(Nov 28 2014 03:49:52,    3718 sec) LogNmeaSentences()   $GPGSV,3,3,12,24,16,223,39,25,28,313,45,26,28,152,44,29,02,319,33*75
(Nov 28 2014 03:50:00,    3726 sec) LogNmeaSentences()   $GPRMC,035000,A,0857.8035,N,08547.7526,E,000.0,043.3,281114,001.8,W*6C
(Nov 28 2014 03:50:01,    3727 sec) LogNmeaSentences()   $GPGGA,035000,0857.8035,N,08547.7526,E,1,11,0.7,4.5,M,-82.4,M,,*6D
(Nov 28 2014 03:50:01,    3727 sec) LogNmeaSentences()   $GPGSA,A,3,02,05,06,10,12,13,15,17,24,25,26,,1.1,0.7,0.8*3B
(Nov 28 2014 03:50:01,    3728 sec) LogNmeaSentences()   $GPGSV,3,1,12,02,31,016,45,05,75,012,48,06,07,050,39,10,19,035,42*71
(Nov 28 2014 03:50:02,    3728 sec) LogNmeaSentences()   $GPGSV,3,2,12,12,65,284,49,13,24,099,44,15,16,192,45,17,11,112,44*70
(Nov 28 2014 03:50:02,    3728 sec) LogNmeaSentences()   $GPGSV,3,3,12,24,16,223,42,25,28,313,44,26,29,152,47,29,02,319,40*7E
(Nov 28 2014 03:50:02,    3729 sec) LogNmeaSentences()   $PGRMT,GPS 15x-L software ver. 3.80,,,,,,,,*7C
(Nov 28 2014 03:50:03,    3729 sec) GpsServices()        GPS services complete.
(Nov 28 2014 03:50:27,    3753 sec) CLogin()             Connecting to primary host.
(Nov 28 2014 03:50:40,    3767 sec) CLogin()             Connection 1 established in 13 seconds.
(Nov 28 2014 03:50:49,    3775 sec) login()              Login successful.
(Nov 28 2014 03:50:53,    3779 sec) CLogin()             Logged in to host.  [Login required 13 seconds]
(Nov 28 2014 03:51:01,    3787 sec) RxConfig()           Downloading "mission.cfg" from host.
(Nov 28 2014 03:51:03,    3789 sec) Rx()                 Initiating transfer. [0x43]
(Nov 28 2014 03:51:06,    3792 sec) RxStartByte()        Sync errors encountered: 299
(Nov 28 2014 03:51:10,    3796 sec) Rx()                 Truncated packet received - retrying.
(Nov 28 2014 03:51:11,    3798 sec) RxStartByte()        Sync errors encountered: 533
(Nov 28 2014 03:51:15,    3801 sec) Rx()                 Pad character [0x1a] found in ascii mode - truncating packet.
(Nov 28 2014 03:51:20,    3806 sec) Rx()                 Received EOT - transfer complete. [1 packets, 1024 bytes, 17 sec, 60.2 bps]
(Nov 28 2014 03:51:20,    3806 sec) RxConfig()           Download successful.
(Nov 28 2014 03:51:34,    3820 sec) WriteVitals()        Writing vitals to "9567.1411280347".
(Nov 28 2014 03:51:37,    3823 sec) UpLoadFile()         Uploading "9567.1411280347" to host as "9567.1411280347".
(Nov 28 2014 03:51:41,    3827 sec) Tx()                 CRC negotiation successful. [16-bit CRC]
(Nov 28 2014 03:51:51,    3837 sec) Tx()                 Transmission completed successfully [1 packets, 699 bytes, 9 sec, 113.8 bps]
(Nov 28 2014 03:51:51,    3838 sec) UpLoadFile()         Upload successful.
(Nov 28 2014 03:51:58,    3844 sec) UpLoadFile()         Uploading "9567.1411280323.log" to host as "9567.1411280323.log".
(Nov 28 2014 03:52:00,    3846 sec) Tx()                 CRC negotiation successful. [16-bit CRC]
(Nov 28 2014 03:52:27,    3873 sec) TxPacket()           NAK received - resending packet. [PktNum=0x04]
(Nov 28 2014 03:52:27,    3874 sec) TxPacket()           Packet xmit history: [00000001] (0:ok, 1:fail).
(Nov 28 2014 03:52:33,    3879 sec) TxPacket()           NAK received - resending packet. [PktNum=0x04]
(Nov 28 2014 03:52:33,    3880 sec) TxPacket()           Packet xmit history: [00000011] (0:ok, 1:fail).
(Nov 28 2014 03:52:37,    3884 sec) TxPacket()           NAK received - resending packet. [PktNum=0x04]
(Nov 28 2014 03:52:37,    3884 sec) TxPacket()           Packet xmit history: [00000111] (0:ok, 1:fail).
(Nov 28 2014 03:52:43,    3889 sec) TxPacket()           NAK received - resending packet. [PktNum=0x04]
