(Nov 28 2014 06:21:06,   12793 sec) AirSystem()          Air-bladder inflation by-passed. Barometer: [126cnt, 6.5"Hg].
(Nov 28 2014 06:21:46,   12832 sec) GpsServices()        GPS almanac is current.
(Nov 28 2014 06:21:46,   12832 sec) GpsServices()        Initiating GPS fix acquisition.
(Nov 28 2014 06:22:15,   12862 sec) gga()                $GPGGA,062150,0858.6658,N,08549.2835,E,1,10,0.8,11.7,M,-82.3,M,,*5C
(Nov 28 2014 06:22:16,   12862 sec) GpsServices()        Profile 0 GPS fix obtained in 29 seconds.
(Nov 28 2014 06:22:16,   12862 sec) GpsServices()                  lon     lat mm/dd/yyyy hhmmss nsat
(Nov 28 2014 06:22:16,   12862 sec) GpsServices()        Fix:   85.821   8.978 11/28/2014 062150   10
(Nov 28 2014 06:22:45,   12891 sec) gga()                $GPGGA,062220,0858.6672,N,08549.2929,E,1,10,0.8,4.1,M,-82.3,M,,*6E
(Nov 28 2014 06:22:50,   12897 sec) gga()                $GPGGA,062250,0858.6698,N,08549.3002,E,1,10,0.8,2.4,M,-82.3,M,,*6F
(Nov 28 2014 06:22:50,   12897 sec) GpsServices()        APF9 RTC skew (0s) OK.
(Nov 28 2014 06:22:51,   12897 sec) LogNmeaSentences()   1,18,32,270,44,21,13,317,41,22,03,245,37,24,19,161,43*7F
(Nov 28 2014 06:22:51,   12897 sec) LogNmeaSentences()   $GPGSV,3,3,11,25,32,226,44,26,40,056,47,29,61,336,46*41
(Nov 28 2014 06:23:00,   12906 sec) LogNmeaSentences()   $GPRMC,062300,A,0858.6712,N,08549.3022,E,001.0,075.1,281114,001.8,W*63
(Nov 28 2014 06:23:01,   12907 sec) LogNmeaSentences()   $GPGGA,062300,0858.6712,N,08549.3022,E,1,10,0.8,2.6,M,-82.3,M,,*68
(Nov 28 2014 06:23:01,   12907 sec) LogNmeaSentences()   $GPGSA,A,3,02,05,12,15,18,21,,24,25,26,29,,1.1,0.8,0.8*36
(Nov 28 2014 06:23:01,   12908 sec) LogNmeaSentences()   $GPGSV,3,1,11,02,16,085,44,05,12,036,43,12,22,184,44,15,76,115,49*74
(Nov 28 2014 06:23:02,   12908 sec) LogNmeaSentences()   $GPGSV,3,2,11,18,32,270,45,21,13,317,40,22,03,245,33,24,19,161,41*79
(Nov 28 2014 06:23:02,   12908 sec) LogNmeaSentences()   $GPGSV,3,3,11,25,32,226,43,26,40,056,47,29,61,336,48*48
(Nov 28 2014 06:23:02,   12909 sec) LogNmeaSentences()   $PGRMT,GPS 15x-L software ver. 3.80,,,,,,,,*7C
(Nov 28 2014 06:23:10,   12916 sec) LogNmeaSentences()   $GPRMC,062310,A,0858.6721,N,08549.3045,E,001.3,041.7,281114,001.8,W*61
(Nov 28 2014 06:23:11,   12917 sec) LogNmeaSentences()   $GPGGA,062310,0858.6721,N,08549.3045,E,1,10,0.8,2.3,M,-82.3,M,,*6D
(Nov 28 2014 06:23:11,   12917 sec) LogNmeaSentences()   $GPGSA,A,3,02,05,12,15,18,21,,24,25,26,29,,1.1,0.8,0.8*36
(Nov 28 2014 06:23:11,   12918 sec) LogNmeaSentences()   $GPGSV,3,1,11,02,16,085,44,05,12,036,43,12,21,184,44,15,76,114,50*7E
(Nov 28 2014 06:23:12,   12918 sec) LogNmeaSentences()   $GPGSV,3,2,11,18,32,270,45,21,13,317,40,22,03,245,35,24,19,161,42*7C
(Nov 28 2014 06:23:12,   12918 sec) LogNmeaSentences()   $GPGSV,3,3,11,25,32,226,45,26,40,056,47,29,61,336,47*41
