(Jan 12 2016 01:35:25,   15618 sec) AirSystem()          Air-bladder inflation by-passed. Barometer: [128cnt, 7.1"Hg].
(Jan 12 2016 01:36:04,   15656 sec) GpsServices()        GPS almanac is current.
(Jan 12 2016 01:36:04,   15657 sec) GpsServices()        Initiating GPS fix acquisition.
(Jan 12 2016 01:36:14,   15667 sec) gga()                $GPGGA,013550,1430.1531,N,08523.3112,E,0,00,,,M,,M,,*52
(Jan 12 2016 01:36:43,   15695 sec) gga()                $GPGGA,013600,1430.1742,N,08523.0076,E,6,11,0.8,-8.0,M,-77.4,M,,*4E
(Jan 12 2016 01:37:07,   15720 sec) gga()                $GPGGA,013610,1430.1748,N,08523.0049,E,1,11,0.8,-7.8,M,-77.4,M,,*49
(Jan 12 2016 01:37:08,   15720 sec) GpsServices()        Profile 0 GPS fix obtained in 64 seconds.
(Jan 12 2016 01:37:08,   15720 sec) GpsServices()                  lon     lat mm/dd/yyyy hhmmss nsat
(Jan 12 2016 01:37:08,   15720 sec) GpsServices()        Fix:   85.383  14.503 01/12/2016 013610   11
(Jan 12 2016 01:37:42,   15755 sec) gga()                $GPGGA,013700,1430.1763,N,08522.9924,E,1,11,0.8,-5.8,M,-77.4,M,,*48
(Jan 12 2016 01:37:48,   15761 sec) gga()                $GPGGA,013730,1430.1767,N,08522.9853,E,1,11,0.8,-5.2,M,-77.4,M,,*44
(Jan 12 2016 01:37:48,   15761 sec) GpsServices()        APF9 RTC skew (18s) OK.
(Jan 12 2016 01:37:49,   15761 sec) LogNmeaSentences()   5,54,163,28,18,23,246,26,20,60,318,28,21,09,300,25*75
(Jan 12 2016 01:37:49,   15761 sec) LogNmeaSentences()   $GPGSV,3,3,11,24,08,178,24,25,39,243,28,29,45,336,29*4A
(Jan 12 2016 01:37:58,   15770 sec) LogNmeaSentences()   $GPRMC,013740,A,1430.1769,N,08522.9830,E,000.7,206.9,120116,001.3,W*68
(Jan 12 2016 01:37:58,   15771 sec) LogNmeaSentences()   $GPGGA,013740,1430.1769,N,08522.9830,E,1,11,0.8,-5.1,M,-77.4,M,,*4B
(Jan 12 2016 01:37:59,   15771 sec) LogNmeaSentences()   $GPGSA,A,3,02,05,12,13,15,18,20,21,24,25,29,,1.5,0.8,1.3*3C
(Jan 12 2016 01:37:59,   15772 sec) LogNmeaSentences()   $GPGSV,3,1,11,02,23,067,43,05,31,027,45,12,30,195,44,13,48,095,48*7E
(Jan 12 2016 01:37:59,   15772 sec) LogNmeaSentences()   $GPGSV,3,2,11,15,54,163,48,18,23,246,42,20,60,318,47,21,09,300,38*74
(Jan 12 2016 01:38:00,   15772 sec) LogNmeaSentences()   $GPGSV,3,3,11,24,08,178,37,25,39,243,45,29,45,336,47*4B
(Jan 12 2016 01:38:08,   15780 sec) LogNmeaSentences()   $GPRMC,013750,A,1430.1770,N,08522.9804,E,001.1,262.5,120116,001.3,W*6F
(Jan 12 2016 01:38:08,   15781 sec) LogNmeaSentences()   $GPGGA,013750,1430.1770,N,08522.9804,E,1,11,0.8,-5.5,M,-77.4,M,,*41
(Jan 12 2016 01:38:09,   15781 sec) LogNmeaSentences()   $GPGSA,A,3,02,05,12,13,15,18,20,21,24,25,29,,1.1,0.8,0.8*32
(Jan 12 2016 01:38:09,   15782 sec) LogNmeaSentences()   $GPGSV,3,1,11,02,23,067,41,05,31,027,45,12,30,195,45,13,48,095,48*7D
(Jan 12 2016 01:38:10,   15782 sec) LogNmeaSentences()   $GPGSV,3,2,11,15,54,163,47,18,23,246,43,20,60,318,48,21,09,300,41*7B
(Jan 12 2016 01:38:10,   15782 sec) LogNmeaSentences()   $GPGSV,3,3,11,24,08,178,38,25,39,243,46,29,45,336,46*46
(Jan 12 2016 01:38:18,   15790 sec) LogNmeaSentences()   $GPRMC,013800,A,1430.1773,N,08522.9779,E,001.1,289.4,120116,001.3,W*67
(Jan 12 2016 01:38:18,   15791 sec) LogNmeaSentences()   $GPGGA,013800,1430.1773,N,08522.9779,E,1,11,0.8,-5.2,M,-77.4,M,,*4A
(Jan 12 2016 01:38:19,   15791 sec) LogNmeaSentences()   $GPGSA,A,3,02,05,12,13,15,18,20,21,24,25,29,,1.1,0.8,0.8*32
(Jan 12 2016 01:38:19,   15792 sec) LogNmeaSentences()   $GPGSV,3,1,11,02,23,067,41,05,31,027,46,12,30,195,46,13,48,095,47*72
(Jan 12 2016 01:38:20,   15792 sec) LogNmeaSentences()   $GPGSV,3,2,11,15,54,163,47,18,23,246,44,20,60,318,47,21,09,300,41*73
(Jan 12 2016 01:38:20,   15792 sec) LogNmeaSentences()   $GPGSV,3,3,11,24,08,178,40,25,38,243,47,29,45,336,47*48
(Jan 12 2016 01:38:20,   15793 sec) LogNmeaSentences()   $PGRMT,GPS 15x-L software ver. 3.90,,,,,,,,*7D
(Jan 12 2016 01:38:20,   15793 sec) GpsServices()        GPS services complete.
(Jan 12 2016 01:38:53,   15826 sec) CLogin()             Connecting to primary host.
(Jan 12 2016 01:39:10,   15842 sec) CLogin()             Connection 1 established in 17 seconds.
(Jan 12 2016 01:39:21,   15853 sec) login()              Login successful.
(Jan 12 2016 01:39:24,   15856 sec) CLogin()             Logged in to host.  [Login required 14 seconds]
